競馬場,競走年月日,レース番号,レース名,単勝組番,単勝払戻金（円）,単勝人気,複勝組番1,複勝払戻金1（円）,複勝人気1,複勝組番2,複勝払戻金2（円）,複勝人気2,複勝組番3,複勝払戻金3（円）,複勝人気3,枠複組番1,枠複組番2,枠複払戻金（円）,枠複人気,枠単組番1,枠単組番2,枠単払戻金（円）,枠単人気,馬複組番1,馬複組番2,馬複払戻金（円）,馬複人気1,馬単組番1,馬単組番2,馬単払戻金（円）,馬単人気1,ワイド組番1馬番1,ワイド組番1馬番2,ワイド払戻金1（円）,ワイド人気1,ワイド組番2馬番1,ワイド組番2馬番2,ワイド払戻金2（円）,ワイド人気2,ワイド組番3馬番1,ワイド組番3馬番2,ワイド払戻金3（円）,ワイド人気3,３連複組番馬番1,３連複組番馬番2,３連複組番馬番3,３連複払戻金（円）,３連複人気,３連単組番馬番1,３連単組番馬番2,３連単組番馬番3,３連単払戻金（円）,３連単人気
園田,20260522,3,３歳Ｃ１二,6,310,2,6,150,1,5,290,4,,,,,,,,,,,,5,6,1150,6,6,5,1830,10,5,6,300,6,4,6,210,2,4,5,450,9,4,5,6,1270,6,6,5,4,7230,31
園田,20260522,4,３歳Ｃ１一,8,310,2,8,140,3,4,130,2,1,120,1,,,,,,,,,4,8,1300,4,8,4,1730,5,4,8,230,2,1,8,160,1,1,4,290,5,1,4,8,470,1,8,4,1,3560,10
園田,20260522,5,"Ｃ３ ４歳以上",5,160,1,5,130,1,8,170,4,4,160,3,5,8,730,3,,,,,5,8,1160,5,5,8,1200,5,5,8,410,5,4,5,210,2,4,8,1010,12,4,5,8,2320,8,5,8,4,7820,23
園田,20260522,6,Ｃ２二４歳以上,6,190,1,6,100,1,4,110,2,5,120,3,,,,,,,,,4,6,150,1,6,4,380,2,4,6,120,1,5,6,210,4,4,5,150,2,4,5,6,250,1,6,4,5,1110,3
園田,20260522,7,Ｃ２一４歳以上,6,1350,4,6,140,4,4,110,1,2,110,2,,,,,,,,,4,6,2700,9,6,4,5900,18,4,6,640,10,2,6,450,7,2,4,200,2,2,4,6,1380,6,6,4,2,16170,50
園田,20260522,8,"Ｂ１ ４歳以上特別",6,140,1,6,110,1,5,140,2,,,,,,,,,,,,5,6,140,1,6,5,160,1,5,6,150,2,1,6,270,4,1,5,330,6,1,5,6,230,2,6,5,1,390,2
園田,20260522,9,Ｃ２二４歳以上,1,1580,3,1,250,3,10,190,2,2,640,8,1,8,1310,4,,,,,1,10,1250,4,1,10,5240,11,1,10,460,6,1,2,3480,22,2,10,2190,15,1,2,10,26910,44,1,10,2,124020,175
園田,20260522,10,"マリーゴールド賞Ｃ１ ４歳以上特別",10,160,1,10,120,1,6,270,4,4,330,6,5,7,730,3,,,,,6,10,980,3,10,6,1170,4,6,10,310,3,4,10,820,10,4,6,2690,28,4,6,10,6460,21,10,6,4,14260,43
園田,20260522,11,さつき特別ＡＢ４歳以上,9,210,1,9,140,2,12,170,3,8,200,4,7,8,520,1,,,,,9,12,650,1,9,12,950,1,9,12,310,2,8,9,380,3,8,12,620,6,8,9,12,1480,1,9,12,8,5300,3
園田,20260522,12,スミレ賞Ｃ２一４歳以上,2,200,1,2,110,1,10,220,5,12,120,2,2,7,500,2,,,,,2,10,1730,6,2,10,2140,7,2,10,510,8,2,12,190,1,10,12,480,7,2,10,12,1010,3,2,10,12,5380,14
高知,20260502,1,Ｃ３－６,6,120,1,6,100,1,4,130,2,5,440,5,4,6,460,3,,,,,4,6,470,3,6,4,590,3,4,6,270,3,5,6,810,7,4,5,1460,11,4,5,6,1840,5,6,4,5,5410,17
高知,20260502,2,Ｃ３－５,5,170,1,5,100,1,4,150,3,8,180,4,4,5,760,3,,,,,4,5,740,3,5,4,860,3,4,5,250,3,5,8,430,4,4,8,720,9,4,5,8,1730,6,5,4,8,3920,11
高知,20260502,3,Ｃ３－４,6,150,1,6,120,1,9,130,2,7,350,8,6,8,210,1,,,,,6,9,190,1,6,9,220,1,6,9,130,1,6,7,460,8,7,9,470,9,6,7,9,860,3,6,9,7,1400,3
高知,20260502,4,Ｃ１－６,5,460,3,5,180,3,9,150,2,3,410,7,5,7,730,3,,,,,5,9,640,2,5,9,1380,5,5,9,390,4,3,5,1130,13,3,9,920,12,3,5,9,3710,14,5,9,3,16220,48
高知,20260502,5,Ｃ１－５,4,1030,3,4,190,4,8,110,1,10,190,5,4,7,570,3,,,,,4,8,670,2,4,8,2790,7,4,8,240,2,4,10,840,12,8,10,250,3,4,8,10,2020,8,4,8,10,21660,73
高知,20260502,6,Ｃ２－５,8,24990,8,8,2290,8,9,110,1,1,120,2,8,8,6900,16,,,,,8,9,18550,17,8,9,24290,33,8,9,2430,16,1,8,5780,19,1,9,160,1,1,8,9,11330,20,8,9,1,211160,182
高知,20260502,7,Ｃ２－４,9,130,1,9,100,1,11,140,3,8,120,2,7,8,270,2,,,,,9,11,480,2,9,11,460,2,9,11,160,2,8,9,120,1,8,11,300,5,8,9,11,400,1,9,11,8,1140,3
高知,20260502,8,Ｃ２－３,9,130,1,9,100,1,10,120,2,2,180,4,8,8,200,1,,,,,9,10,210,1,9,10,300,1,9,10,140,1,2,9,280,4,2,10,660,9,2,9,10,630,3,9,10,2,1260,3
高知,20260502,9,Ｃ２－２,4,340,2,4,130,3,10,250,5,5,130,2,4,8,2420,9,,,,,4,10,1630,5,4,10,3000,9,4,10,420,5,4,5,280,3,5,10,560,7,4,5,10,1870,7,4,10,5,12910,42
高知,20260502,10,八十八夜特別Ｃ２－１選抜馬,5,160,1,5,100,1,11,440,7,1,410,6,5,8,920,4,,,,,5,11,2280,7,5,11,2650,7,5,11,820,9,1,5,790,7,1,11,3780,27,1,5,11,7960,23,5,11,1,23260,68
高知,20260502,11,ファイナルレースＣ２－９記者選抜,7,900,5,7,220,4,9,180,3,3,230,5,6,7,990,3,,,,,7,9,1810,6,7,9,4490,16,7,9,690,6,3,7,1030,13,3,9,760,8,3,7,9,5040,13,7,9,3,35520,93
高知,20260503,1,Ｃ２－８,8,720,4,8,180,5,10,120,1,11,150,3,7,8,550,3,,,,,8,10,730,2,8,10,1870,8,8,10,300,2,8,11,410,5,10,11,350,3,8,10,11,1230,5,8,10,11,6440,24
高知,20260503,2,Ｃ２－７,1,640,3,1,370,2,8,410,3,3,920,7,1,7,1790,7,,,,,1,8,1750,7,1,8,3640,12,1,8,570,6,1,3,1490,15,3,8,1550,17,1,3,8,7430,21,1,8,3,33060,93
高知,20260503,3,Ｃ２－６,2,2460,8,2,370,8,5,140,2,11,110,1,2,5,5620,15,,,,,2,5,6110,17,2,5,19600,44,2,5,2300,24,2,11,860,12,5,11,250,2,2,5,11,2410,8,2,5,11,45350,139
高知,20260503,4,Ｃ３－３,2,530,4,2,200,5,4,160,3,3,170,4,,,,,,,,,2,4,990,5,2,4,2050,13,2,4,260,5,2,3,310,6,3,4,390,7,2,3,4,920,6,2,4,3,5750,30
高知,20260503,5,Ｃ３－２,7,130,1,7,100,1,4,160,4,8,170,5,,,,,,,,,4,7,680,3,7,4,750,3,4,7,280,3,7,8,360,5,4,8,1050,13,4,7,8,1630,6,7,4,8,3990,13
高知,20260503,6,カーネーション特別Ｃ３－１選抜馬,5,950,4,5,140,4,1,130,3,2,120,1,,,,,,,,,1,5,1570,8,5,1,3370,15,1,5,410,7,2,5,520,9,1,2,250,3,1,2,5,1800,7,5,1,2,15760,56
高知,20260503,7,"第３０回 黒潮皐月賞３歳３歳",7,120,1,7,100,1,11,130,3,10,120,2,6,8,280,1,,,,,7,11,260,1,7,11,320,1,7,11,160,1,7,10,210,2,10,11,380,6,7,10,11,380,1,7,11,10,1040,1
高知,20260503,8,Ｃ１－４,5,850,5,5,270,5,10,300,6,9,170,2,5,7,830,2,,,,,5,10,2970,14,5,10,5470,24,5,10,900,10,5,9,590,8,9,10,580,7,5,9,10,4170,16,5,10,9,28010,112
高知,20260503,9,Ｃ１－３,7,1470,4,7,250,4,6,170,2,5,290,5,6,7,1790,7,,,,,6,7,4810,13,7,6,10970,25,6,7,1270,14,5,7,2340,22,5,6,1450,16,5,6,7,15780,43,7,6,5,94860,217
高知,20260503,10,Ｃ１－２,8,210,1,8,120,1,9,160,3,6,460,10,7,7,650,3,,,,,8,9,540,2,8,9,1020,3,8,9,280,2,6,8,970,13,6,9,1650,23,6,8,9,4970,18,8,9,6,12690,34
高知,20260503,11,入野海岸特別Ｃ１－１選抜馬,2,420,2,2,150,2,10,130,1,6,230,5,2,8,390,1,,,,,2,10,310,1,2,10,860,2,2,10,190,1,2,6,480,6,6,10,280,3,2,6,10,1080,2,2,10,6,4400,6
高知,20260503,12,ファイナルレースＣ３－７記者選抜,8,370,1,8,150,1,7,750,10,5,210,3,6,7,1520,8,,,,,7,8,13070,40,8,7,16780,67,7,8,3260,38,5,8,520,3,5,7,2790,35,5,7,8,16400,65,8,7,5,95730,371
高知,20260509,1,桂浜水族館９５周年特別３歳－３,10,520,2,10,140,1,5,240,5,8,380,6,5,8,560,2,,,,,5,10,620,2,10,5,1390,4,5,10,320,3,8,10,870,11,5,8,1610,18,5,8,10,3930,15,10,5,8,13770,48
高知,20260509,2,３歳－２,8,2710,5,8,530,7,9,120,1,5,190,3,7,8,3140,9,,,,,8,9,3320,9,8,9,9610,22,8,9,760,9,5,8,1420,15,5,9,390,4,5,8,9,4360,13,8,9,5,58400,120
高知,20260509,3,Ｂ－３,11,300,2,11,160,3,7,350,5,12,360,6,6,8,2190,9,,,,,7,11,4030,12,11,7,5450,15,7,11,880,12,11,12,390,4,7,12,2030,19,7,11,12,7460,19,11,7,12,35260,88
高知,20260509,4,Ｃ３－１１,8,240,1,8,100,2,4,100,1,3,120,3,4,7,350,2,,,,,4,8,280,1,8,4,700,3,4,8,110,1,3,8,130,3,3,4,130,2,3,4,8,190,1,8,4,3,940,3
高知,20260509,5,Ｃ３－１０,3,510,3,3,210,3,6,230,5,4,120,1,3,5,800,3,,,,,3,6,5680,13,3,6,7890,23,3,6,1370,15,3,4,260,2,4,6,560,7,3,4,6,2260,7,3,6,4,27070,78
高知,20260509,6,Ｃ３－９,2,100,1,2,100,1,5,220,5,4,1190,9,2,5,390,2,,,,,2,5,380,2,2,5,350,2,2,5,220,2,2,4,1590,15,4,5,5420,30,2,4,5,5380,17,2,5,4,7980,26
高知,20260509,7,Ｃ３－８,3,170,1,3,120,1,6,240,6,10,230,5,3,6,500,4,,,,,3,6,500,2,3,6,620,3,3,6,260,3,3,10,280,4,6,10,1370,16,3,6,10,1540,6,3,6,10,3560,10
高知,20260509,8,Ｂ－２,11,13470,10,11,1410,10,12,210,3,4,210,4,8,8,9130,20,,,,,11,12,12830,25,11,12,48780,73,11,12,2810,25,4,11,3130,28,4,12,390,4,4,11,12,14350,45,11,12,4,268200,451
高知,20260509,9,烏帽子山特別Ｂ－１選抜馬,8,400,2,8,130,1,7,320,7,2,250,6,,,,,,,,,7,8,2220,9,8,7,3100,12,7,8,770,11,2,8,730,10,2,7,1160,18,2,7,8,4560,19,8,7,2,16180,61
高知,20260509,10,ファイナルレース３歳－７記者選抜,2,1170,7,2,240,4,3,270,5,12,220,2,2,3,4720,18,,,,,2,3,5290,26,2,3,13380,56,2,3,1530,26,2,12,1020,15,3,12,820,10,2,3,12,7460,32,2,3,12,63560,255
高知,20260510,1,Ｃ３－１４,8,180,2,8,160,2,6,1260,7,2,270,3,6,8,4660,10,,,,,6,8,5470,11,8,6,7710,13,6,8,1630,12,2,8,410,3,2,6,2050,16,2,6,8,8500,14,8,6,2,28180,52
高知,20260510,2,Ｃ３－１３,7,330,2,7,100,1,12,140,4,10,120,2,6,8,320,2,,,,,7,12,380,1,7,12,740,1,7,12,160,1,7,10,190,3,10,12,190,2,7,10,12,290,1,7,12,10,1760,4
高知,20260510,3,Ｃ３－１２,1,200,1,1,100,2,5,120,3,2,100,1,1,5,450,2,,,,,1,5,550,3,1,5,780,3,1,5,170,3,1,2,130,1,2,5,150,2,1,2,5,220,1,1,5,2,1170,3
高知,20260510,4,３歳－６,8,290,2,8,140,2,1,150,3,7,270,6,1,7,500,3,,,,,1,8,830,3,8,1,1230,4,1,8,350,4,7,8,560,8,1,7,1150,14,1,7,8,2660,10,8,1,7,8360,28
高知,20260510,5,３歳－５,2,290,2,2,100,1,1,130,4,8,110,2,1,2,1340,5,,,,,1,2,1090,5,2,1,1500,8,1,2,210,5,2,8,110,1,1,8,210,4,1,2,8,430,2,2,1,8,3990,13
高知,20260510,6,３歳－４,2,120,1,2,100,1,1,120,3,8,110,2,1,2,180,1,,,,,1,2,230,1,2,1,250,1,1,2,100,1,2,8,140,2,1,8,240,4,1,2,8,280,1,2,1,8,710,1
高知,20260510,7,ＡＢ混合,2,260,2,2,130,1,8,210,3,3,340,7,2,6,730,2,,,,,2,8,1210,4,2,8,3200,8,2,8,540,4,2,3,980,11,3,8,2640,19,2,3,8,5570,14,2,8,3,14670,40
高知,20260510,8,Ａ－３,9,110,1,9,120,1,5,200,4,8,290,6,5,8,500,3,,,,,5,9,500,3,9,5,620,3,5,9,260,3,8,9,330,5,5,8,1650,17,5,8,9,1980,9,9,5,8,4270,17
高知,20260510,9,春野特別（アダイヤー賞）４歳以上,10,130,1,10,120,1,5,250,5,12,460,6,5,7,560,4,,,,,5,10,620,3,10,5,770,4,5,10,260,3,10,12,1070,13,5,12,4650,33,5,10,12,5120,20,10,5,12,12630,38
高知,20260510,10,Ａ－２,3,150,1,3,110,1,6,210,4,9,540,8,3,6,670,3,,,,,3,6,560,2,3,6,820,3,3,6,270,3,3,9,880,13,6,9,1740,20,3,6,9,4700,16,3,6,9,11030,34
高知,20260510,11,ファイナルレースＣ３－１５記者選抜,9,930,4,9,260,5,12,210,3,8,610,9,7,8,650,4,,,,,9,12,1140,4,9,12,3080,11,9,12,440,3,8,9,2590,30,8,12,2340,28,8,9,12,14290,50,9,12,8,93580,292
高知,20260516,1,Ｃ３－６,1,250,1,1,100,1,7,130,3,2,110,2,1,7,520,2,,,,,1,7,450,2,1,7,700,1,1,7,200,2,1,2,180,1,2,7,230,3,1,2,7,380,1,1,7,2,1480,2
高知,20260516,2,Ｃ３－５,2,490,2,2,130,2,10,100,1,9,300,6,2,8,210,1,,,,,2,10,200,1,2,10,520,2,2,10,110,1,2,9,470,7,9,10,270,4,2,9,10,620,3,2,10,9,4470,14
高知,20260516,3,キビナゴ特別Ｃ１－６,3,210,2,3,110,1,6,130,2,8,220,5,3,6,720,3,,,,,3,6,630,3,3,6,840,4,3,6,180,2,3,8,1230,11,6,8,1830,13,3,6,8,6330,14,3,6,8,18200,41
高知,20260516,4,山桃特別３歳３歳,11,130,1,11,100,1,6,220,5,9,120,2,5,8,470,2,,,,,6,11,1770,4,11,6,1850,5,6,11,370,5,9,11,130,1,6,9,510,8,6,9,11,740,3,11,6,9,4980,13
高知,20260516,5,Ｃ１－５,8,110,1,8,100,1,11,160,3,5,150,2,6,8,370,2,,,,,8,11,510,2,8,11,600,3,8,11,220,2,5,8,270,3,5,11,1040,12,5,8,11,1270,4,8,11,5,2940,7
高知,20260516,6,Ｃ１－４,10,370,1,10,130,1,1,170,3,8,220,5,1,8,650,4,,,,,1,10,1090,3,10,1,1880,4,1,10,350,2,8,10,610,8,1,8,780,15,1,8,10,2200,7,10,1,8,10370,28
高知,20260516,7,Ｃ２－４,11,400,2,11,170,2,9,360,7,5,150,1,7,8,1110,5,,,,,9,11,2560,10,11,9,4030,19,9,11,1080,17,5,11,510,4,5,9,970,13,5,9,11,3020,11,11,9,5,13710,48
高知,20260516,8,Ｃ２－３,10,190,1,10,100,1,7,130,2,1,470,8,6,8,160,1,,,,,7,10,220,1,10,7,330,1,7,10,130,1,1,10,1090,14,1,7,1330,17,1,7,10,2550,9,10,7,1,5730,19
高知,20260516,9,Ｃ２－２,7,390,2,7,210,4,8,230,5,9,1090,9,7,7,1110,6,,,,,7,8,1130,4,7,8,1810,5,7,8,480,6,7,9,2410,27,8,9,2580,29,7,8,9,12080,46,7,8,9,31340,128
高知,20260516,10,小満特別Ｃ２－１選抜馬,7,220,1,7,160,1,10,490,7,2,330,6,6,7,770,2,,,,,7,10,2810,10,7,10,3610,11,7,10,920,10,2,7,590,5,2,10,3480,33,2,7,10,5930,20,7,10,2,26590,83
高知,20260516,11,ファイナルレースＣ３－７記者選抜,10,1190,5,10,470,9,3,250,3,7,390,8,3,7,1720,8,,,,,3,10,4980,24,10,3,9840,46,3,10,1770,28,7,10,3740,51,3,7,1560,24,3,7,10,22290,102,10,3,7,124360,506
高知,20260517,1,Ｃ２－８,11,100,1,11,100,1,6,370,6,9,210,5,6,8,1820,6,,,,,6,11,1130,4,11,6,1770,6,6,11,780,10,9,11,770,9,6,9,8380,45,6,9,11,9110,30,11,6,9,20750,54
高知,20260517,2,Ｃ２－７,6,290,1,6,150,2,10,240,4,11,1550,12,5,7,350,1,,,,,6,10,1550,8,6,10,2430,9,6,10,600,7,6,11,7360,41,10,11,8980,45,6,10,11,69450,93,6,10,11,233130,332
高知,20260517,3,Ｃ２－６,12,100,1,12,100,1,5,460,7,2,150,2,5,8,220,1,,,,,5,12,1850,6,12,5,2400,9,5,12,720,7,2,12,500,5,2,5,2770,24,2,5,12,5420,19,12,5,2,14300,46
高知,20260517,4,Ｃ２－５,11,260,2,11,300,3,2,650,5,1,3460,9,2,8,3490,9,,,,,2,11,4030,9,11,2,4310,14,2,11,830,8,1,11,5340,29,1,2,10030,43,1,2,11,53530,71,11,2,1,189470,264
高知,20260517,5,Ｃ３－４,1,110,1,1,110,1,7,200,4,2,260,6,1,7,390,2,,,,,1,7,310,1,1,7,370,1,1,7,250,3,1,2,430,6,2,7,1030,12,1,2,7,1280,7,1,7,2,2700,10
高知,20260517,6,Ｃ３－３,8,210,2,8,120,2,6,160,3,3,260,5,6,8,170,1,,,,,6,8,140,1,8,6,440,2,6,8,130,1,3,8,370,6,3,6,420,7,3,6,8,690,3,8,6,3,2210,7
高知,20260517,7,Ｃ３－２,7,280,2,7,110,1,11,190,4,2,130,3,6,8,1010,5,,,,,7,11,730,5,7,11,1240,6,7,11,280,5,2,7,180,1,2,11,270,4,2,7,11,510,2,7,11,2,3720,12
高知,20260517,8,アヤメ特別Ｃ３－１選抜馬,6,220,2,6,120,1,7,210,4,8,270,5,6,7,450,3,,,,,6,7,530,2,6,7,670,3,6,7,280,3,6,8,740,8,7,8,1060,10,6,7,8,2350,7,6,7,8,5950,18
高知,20260517,9,Ｃ１－３,6,460,2,6,120,1,11,150,2,5,250,6,6,8,260,1,,,,,6,11,550,1,6,11,1550,4,6,11,300,2,5,6,540,6,5,11,840,12,5,6,11,2340,8,6,11,5,11320,34
高知,20260517,10,Ｃ１－２,9,470,2,9,200,2,7,740,9,3,1220,10,7,8,550,1,,,,,7,9,7480,27,9,7,11400,48,7,9,1780,23,3,9,2810,31,3,7,8720,44,3,7,9,46320,105,9,7,3,206930,575
高知,20260517,11,龍王の滝特別Ｃ１－１選抜馬,5,200,1,5,110,1,3,150,3,10,370,6,3,5,660,3,,,,,3,5,740,3,5,3,810,3,3,5,350,4,5,10,960,9,3,10,3100,22,3,5,10,6230,22,5,3,10,13890,42
高知,20260517,12,ファイナルレースＣ１－７記者選抜,9,820,4,9,310,7,8,350,8,3,220,2,6,7,2600,13,,,,,8,9,5440,23,9,8,10050,45,8,9,1700,25,3,9,940,11,3,8,1030,13,3,8,9,8530,29,9,8,3,61600,202
高知,20260523,1,３歳－３,5,2570,6,5,200,3,9,400,5,4,270,4,5,8,2010,7,,,,,5,9,7780,18,5,9,19950,39,5,9,1540,17,4,5,900,12,4,9,440,6,4,5,9,4930,16,5,9,4,58730,141
高知,20260523,2,３歳－２,5,230,1,5,110,1,6,240,6,3,210,5,5,6,1800,10,,,,,5,6,1970,9,5,6,2630,13,5,6,720,10,3,5,390,3,3,6,770,12,3,5,6,2410,9,5,6,3,13690,43
高知,20260523,3,Ｃ３－１１,8,1650,6,8,350,7,4,230,5,3,140,1,4,7,1140,6,,,,,4,8,5390,19,8,4,12640,35,4,8,1390,17,3,8,1490,19,3,4,500,6,3,4,8,7230,27,8,4,3,65680,173
高知,20260523,4,Ｂ－４,9,380,2,9,120,2,6,100,1,4,130,3,6,8,330,1,,,,,6,9,340,1,9,6,920,2,6,9,180,1,4,9,240,3,4,6,260,4,4,6,9,560,2,9,6,4,2330,4
高知,20260523,5,Ｂ－３,7,210,1,7,130,1,5,160,3,2,180,4,5,7,370,1,,,,,5,7,400,1,7,5,680,1,5,7,160,1,2,7,330,4,2,5,560,10,2,5,7,1020,2,7,5,2,3150,3
高知,20260523,6,Ｃ３－１０,3,130,1,3,110,1,6,170,4,1,460,6,3,6,520,4,,,,,3,6,420,2,3,6,550,2,3,6,180,2,1,3,510,7,1,6,1390,14,1,3,6,2470,9,3,6,1,5840,20
高知,20260523,7,Ｃ３－９,9,120,1,9,100,1,7,210,5,4,110,2,7,8,450,2,,,,,7,9,890,4,9,7,1380,5,7,9,290,4,4,9,140,1,4,7,600,10,4,7,9,870,3,9,7,4,2960,7
高知,20260523,8,Ｃ３－８,10,180,1,10,130,1,6,140,2,9,230,5,5,7,320,1,,,,,6,10,240,1,10,6,580,1,6,10,150,1,9,10,620,9,6,9,650,10,6,9,10,1440,5,10,6,9,4290,11
高知,20260523,9,Ｂ－２,7,10180,9,7,2240,10,2,480,5,11,1230,8,2,6,92820,23,,,,,2,7,90030,42,7,2,307460,86,2,7,9420,33,7,11,15400,44,2,11,6540,31,2,7,11,199730,109,7,2,11,5866480,819
高知,20260523,10,新荘川特別Ｂ－１選抜馬,5,5820,10,5,710,9,7,230,3,8,400,4,5,6,8840,19,,,,,5,7,11470,24,5,7,42040,77,5,7,1530,18,5,8,7780,46,7,8,2300,23,5,7,8,64580,109,5,7,8,666220,713
高知,20260523,11,ファイナルレース３歳－７記者選抜,8,780,4,8,250,3,12,830,11,5,710,9,6,8,1480,5,,,,,8,12,6790,28,8,12,13550,54,8,12,2240,29,5,8,1780,21,5,12,4130,53,5,8,12,35790,139,8,12,5,205900,687
高知,20260524,1,３歳－６,9,150,1,9,100,1,8,100,2,1,180,5,8,8,610,3,,,,,8,9,810,3,9,8,870,3,8,9,300,3,1,9,170,1,1,8,750,10,1,8,9,980,3,9,8,1,3180,6
高知,20260524,2,３歳－５,7,130,1,7,100,1,3,140,2,2,270,7,3,7,210,1,,,,,3,7,210,1,7,3,330,1,3,7,150,1,2,7,410,5,2,3,1090,14,2,3,7,2000,7,7,3,2,5100,17
高知,20260524,3,３歳－４,8,340,2,8,130,2,11,120,1,5,210,4,7,8,260,1,,,,,8,11,240,1,8,11,650,2,8,11,140,1,5,8,570,10,5,11,330,3,5,8,11,860,2,8,11,5,4140,10
高知,20260524,4,Ｃ３－１４,4,270,1,4,110,1,10,200,5,7,120,2,4,8,1760,9,,,,,4,10,1620,8,4,10,2120,13,4,10,340,8,4,7,160,1,7,10,330,6,4,7,10,1170,6,4,10,7,7180,32
高知,20260524,5,ショウガ特別Ａ－４,1,320,2,1,150,3,2,130,1,9,360,8,1,2,1020,3,,,,,1,2,1020,3,1,2,1650,5,1,2,390,3,1,9,1030,16,2,9,1100,17,1,2,9,4120,17,1,2,9,17020,49
高知,20260524,6,"第１７回 福永洋一記念［地方交流］４歳以上",9,1210,4,9,400,5,11,190,2,8,950,9,7,8,1390,5,,,,,9,11,1690,5,9,11,4580,14,9,11,550,6,8,9,6400,35,8,11,2750,22,8,9,11,25820,54,9,11,8,132190,235
高知,20260524,7,Ｃ３－１３,9,120,1,9,100,1,10,120,2,7,170,4,8,8,140,1,,,,,9,10,140,1,9,10,180,1,9,10,120,1,7,9,340,5,7,10,630,8,7,9,10,660,2,9,10,7,920,3
高知,20260524,8,Ｃ３－１２,6,100,1,6,100,1,7,140,2,1,390,7,6,7,180,1,,,,,6,7,220,1,6,7,210,1,6,7,130,1,1,6,390,6,1,7,990,12,1,6,7,1750,6,6,7,1,2780,8
高知,20260524,9,Ａ－３,3,220,2,3,110,2,9,110,1,5,180,4,3,8,210,1,,,,,3,9,210,1,3,9,430,1,3,9,150,1,3,5,300,4,5,9,500,8,3,5,9,690,2,3,9,5,1860,3
高知,20260524,10,Ａ－２,11,200,1,11,140,1,9,250,5,2,490,8,7,8,940,5,,,,,9,11,1170,6,11,9,1420,5,9,11,530,6,2,11,1140,16,2,9,3560,29,2,9,11,7100,27,11,9,2,16960,63
高知,20260524,11,ファイナルレースＣ３－１５記者選抜,12,430,1,12,150,1,5,330,8,4,220,3,5,8,1200,6,,,,,5,12,3000,12,12,5,4990,20,5,12,1060,13,4,12,590,2,4,5,1210,20,4,5,12,6200,17,12,5,4,33300,92
佐賀,20260502,1,パドックリニューアル記念３歳－４組,10,210,2,10,100,1,11,100,2,4,190,4,8,8,190,1,,,,,10,11,160,1,10,11,300,1,10,11,120,1,4,10,200,2,4,11,330,6,4,10,11,700,3,10,11,4,2170,5
佐賀,20260502,2,パッカルくんのおとしもの賞３歳－３組,4,520,3,4,560,3,8,450,2,10,1000,5,4,7,870,4,,,,,4,8,1020,4,4,8,3250,9,4,8,450,4,4,10,1060,9,8,10,1080,10,4,8,10,3660,11,4,8,10,21570,53
佐賀,20260502,3,Ｃ２－１６組,10,100,1,10,100,1,8,190,4,4,520,9,7,8,400,2,,,,,8,10,580,3,10,8,560,4,8,10,190,1,4,10,440,6,4,8,3220,31,4,8,10,3180,17,10,8,4,4920,22
佐賀,20260502,4,あやめ賞Ｂ,10,15720,10,10,880,10,6,140,3,2,110,1,6,8,3380,10,,,,,6,10,17270,23,10,6,66370,58,6,10,2430,21,2,10,1990,19,2,6,150,1,2,6,10,4390,13,10,6,2,184100,246
佐賀,20260502,5,Ｃ２－１５組,8,460,3,8,120,3,11,100,1,7,120,2,7,8,270,1,,,,,8,11,340,2,8,11,680,2,8,11,170,1,7,8,230,3,7,11,190,2,7,8,11,300,1,8,11,7,1610,3
佐賀,20260502,6,Ｃ２－１４組,6,130,1,6,100,1,10,100,2,11,120,3,6,8,140,1,,,,,6,10,190,1,6,10,220,1,6,10,140,2,6,11,130,1,10,11,230,4,6,10,11,190,1,6,10,11,460,1
佐賀,20260502,7,Ｃ１－４組,9,180,1,9,110,1,8,260,5,7,180,3,7,7,920,4,,,,,8,9,780,3,9,8,1250,3,8,9,400,4,7,9,270,2,7,8,650,8,7,8,9,1230,5,9,8,7,4270,11
佐賀,20260502,8,ＡＩパッカル賞Ｃ１－３組,7,140,1,7,100,1,12,110,2,8,130,3,6,8,140,1,,,,,7,12,150,1,7,12,290,1,7,12,120,1,7,8,200,2,8,12,230,4,7,8,12,320,1,7,12,8,780,1
佐賀,20260502,9,八十八夜賞Ｂ,4,140,1,4,100,1,5,140,2,,,,,,,,,,,,4,5,140,1,4,5,160,1,4,5,110,1,2,4,210,3,2,5,340,7,2,4,5,360,2,4,5,2,690,2
佐賀,20260502,10,長崎街道木屋瀬（こやのせ）宿特選Ｃ１,3,580,4,3,120,3,10,110,1,4,120,2,3,8,630,4,,,,,3,10,570,3,3,10,1680,10,3,10,240,4,3,4,210,3,4,10,190,2,3,4,10,580,2,3,10,4,5020,21
佐賀,20260502,11,ＳＡＧＡリベンジャーズドリームＣ２－１８組,2,160,1,2,100,1,9,290,7,6,190,4,2,7,500,2,,,,,2,9,1910,6,2,9,2750,10,2,9,730,9,2,6,320,4,6,9,2330,23,2,6,9,4480,17,2,9,6,14870,47
佐賀,20260503,1,よーらいさん来場記念３歳－５組,7,930,4,7,220,4,9,100,1,1,380,6,7,8,140,1,,,,,7,9,1190,5,7,9,1870,9,7,9,340,4,1,7,1610,15,1,9,820,7,1,7,9,4940,13,7,9,1,18990,47
