競馬場,競走年月日,レース番号,枠番,帽色,馬番,馬名,性,齢,毛色,生年月日,父馬名,母馬名,母父馬名,騎手名,騎手所属,負担重量,騎手成績,調教師,調教師所属,馬主氏名,生産牧場名,馬体重,馬体重増減,全成績,ダート左成績,ダート右成績,当競馬場成績,うち当距離成績,最高タイム,最高タイム良馬場,着順,タイム,着差,上がり3F,人気
佐賀,20260509,9,3,赤,3,ガルヴァナイズ,牡,6,鹿毛,20200324,リアルスティール,カヴェルナ,キングカメハメハ,出水拓,佐賀,55,3-1-1-1,中川竜,佐賀,豊島愛子,ノーザンファーム,548,+10,5-5-4-23,0-0-0-4,5-4-2-13,3-1-1-1,1-1-1-1,1:28.0,良1:31.0,1,1283,,37.9,2
佐賀,20260509,9,4,青,4,トリオンファーレ,セン,6,黒鹿毛,20200228,ドゥラメンテ,ウェイクアップマギー,Xaar,長谷蓮,佐賀,55,0-1-0-5,真島元,佐賀,平井裕,社台ファーム,493,-6,5-6-5-24,0-1-1-4,5-5-4-18,4-5-3-13,1-3-3-9,1:29.7,良1:29.7,2,1288,2.1/2,37.5,8
佐賀,20260509,9,5,黄,5,サンノーブル,セン,5,黒鹿毛,20210412,ダノンレジェンド,エンダレ,ゴールドアリュール,山下裕,佐賀,55,1-0-0-0,山田徹,佐賀,庄司修二,高岸順一,502,+7,9-7-8-11,0-1-1-1,9-6-7-10,3-1-3-2,2-1-3-2,1:28.9,良1:28.9,3,1294,3,40.5,4
佐賀,20260509,9,6,緑,6,フクノブルジュ,牡,6,黒鹿毛,20200328,フリオーソ,ネビュラ,ネオユニヴァース,金山昇,佐賀,55,0-0-1-2,池田忠,佐賀,原久美子,株式会社ケイズ,478,-5,2-3-4-28,1-1-0-5,1-2-4-23,0-0-2-5,0-0-2-3,1:30.5,良1:30.6,4,1296,1,38.5,6
佐賀,20260509,9,7,橙,7,デルマベルセブブ,牡,7,鹿毛,20190516,パドトロワ,デルマノママナノダ,ハイアーゲーム,竹吉徹,佐賀,55,0-0-0-0,山田徹,佐賀,浅沼廣幸,ファニーヒルファーム,517,-2,16-2-3-10,0-0-0-3,16-2-3-7,2-0-0-2,2-0-0-1,1:28.2,良1:28.2,9,1319,3,42.9,3
佐賀,20260509,9,7,橙,8,エスシーアルベル,牡,5,鹿毛,20210323,マジェスティックウォリアー,エスシーハンコック,ダイワメジャー,加茂飛,佐賀,56,2-3-0-1,大島静,佐賀,奥寺毅己,高松牧場,496,+9,14-9-2-8,0-0-0-2,14-9-2-6,14-9-2-4,6-3-2-2,1:28.4,良1:28.9,5,1297,1/2,39.8,5
佐賀,20260509,9,8,桃,9,スピンドクター,セン,11,黒鹿毛,20150323,ハードスパン,チャタラティ,"Street Cry",川島拓,佐賀,55,0-0-0-24,土井道,佐賀,酒井孝敏,ダーレー・ジャパン・ファーム有限会社,473,-4,6-6-5-82,1-0-0-16,5-6-5-64,0-0-0-29,0-0-0-22,1:29.8,良1:31.5,10,1326,4,39.5,10
佐賀,20260509,9,8,桃,10,テイエムランウェイ,牡,7,栗毛,20190407,スズカコーズウェイ,タイムトゥラン,ブライアンズタイム,石川慎,佐賀,55,2-2-0-1,平山宏,佐賀,竹園正繼,有限会社ＰＲＩＤＥＲＯＣＫ,498,-1,5-4-2-26,1-1-1-6,4-3-1-20,2-2-0-1,1-0-0-1,1:28.9,,7,1309,2.1/2,41.6,1
佐賀,20260509,10,1,白,1,ウインクルキセキ,牝,4,鹿毛,20220415,ブリックスアンドモルタル,ウインクルサルーテ,ハービンジャー,山口勲,佐賀,54,0-0-0-0,手島勝,佐賀,岩崎僖澄,竹島幸治,464,+9,1-3-3-13,0-0-0-0,1-3-3-6,1-3-3-6,0-0-1-0,1:57.8,,3,1570,クビ,39.3,3
佐賀,20260509,10,2,黒,2,フェリマール,牝,5,青鹿毛,20210416,キンシャサノキセキ,ラローデ,Shackleford,中山蓮,佐賀,54,0-1-0-11,松島壽,佐賀,小橋亮太,千代田牧場,476,-4,1-4-3-27,0-0-0-1,1-4-3-26,1-4-3-22,0-0-0-0,,,11,2003,2,41.2,11
佐賀,20260509,10,3,赤,3,ベラジオボッキーニ,セン,7,栗毛,20190306,アジアエクスプレス,プリティタヤス,マーベラスサンデー,出水拓,佐賀,56,0-1-0-0,中川竜,佐賀,豊島愛子,対馬正,517,-5,2-9-7-16,0-0-0-2,2-9-7-13,0-1-0-0,0-0-0-0,,,2,1570,1,39.6,2
佐賀,20260509,10,4,青,4,ドライカプチーノ,牝,6,芦毛,20200423,ジョーカプチーノ,ブリッサ,ブラックホーク,田中直,佐賀,54,0-1-3-4,土井道,佐賀,岡友則,ミルファーム,470,+1,2-3-12-44,0-0-0-1,2-3-10-36,0-1-4-14,0-0-0-1,1:58.7,,5,1574,1,40.5,8
佐賀,20260509,10,5,黄,5,アンティジャミーラ,牝,4,鹿毛,20220130,アルアイン,ピンクアリエス,キングカメハメハ,後藤武,佐賀,▲51,0-0-0-2,真島二,佐賀,橋本久和,ノーザンファーム,481,+3,1-1-0-12,0-0-0-3,1-1-0-3,1-1-0-3,0-0-0-0,,,4,1572,1,39.7,4
佐賀,20260509,10,6,緑,6,ジェイデン,牡,7,栗毛,20190416,ドレフォン,ナデシコニッポン,アドマイヤジャパン,林悠翔,佐賀,☆55,0-0-0-0,頼本盛,佐賀,山本国広,秋田牧場,526,+12,6-3-5-31,0-0-0-0,6-3-5-31,0-0-0-0,0-0-0-0,,,10,1599,1/2,41.4,9
佐賀,20260509,10,6,緑,7,バティックオーレ,牡,5,青鹿毛,20210501,フリオーソ,ファインセイコー,サンデーサイレンス,竹吉徹,佐賀,56,0-1-1-0,山田徹,佐賀,中田悠紀,市川牧場,462,-2,2-6-6-22,0-0-0-3,2-6-6-19,1-3-5-11,0-0-0-0,,,8,1593,2,41.5,6
佐賀,20260509,10,7,橙,8,マリエッティ,牝,5,栗毛,20210426,スワーヴリチャード,コマノサラサ,クロフネ,金山昇,佐賀,54,1-0-0-3,手島勝,佐賀,吉田勝利,新井牧場,454,0,2-8-4-29,0-0-0-0,2-8-4-22,1-1-2-6,0-0-0-1,1:59.6,,6,1580,3,39.7,10
佐賀,20260509,10,7,橙,9,ウィズプライド,牡,4,青毛,20220418,ノヴェリスト,ビーミングアイ,トーセンジョーダン,石川慎,佐賀,56,2-1-0-1,真島二,佐賀,平井裕,静内山田牧場,473,-11,3-1-0-6,0-0-0-0,3-1-0-1,3-1-0-1,0-0-0-0,,,1,1568,,37.7,1
佐賀,20260509,10,8,桃,10,サーマル,セン,4,黒鹿毛,20220423,ロジャーバローズ,シェーンフレール,"Smart Strike",長田進,佐賀,56,0-1-0-2,中野博,佐賀,子守貴久,惣田英幸,443,0,0-3-4-9,0-2-1-1,0-1-2-4,0-1-0-3,0-0-0-1,1:59.3,,7,1589,5,41.7,7
佐賀,20260509,10,8,桃,11,アテナパルテノス,牝,4,栗毛,20220207,"New Approach",ディスタントゴッデス,Dubawi,長谷蓮,佐賀,54,1-3-4-2,北村欣,佐賀,（株）本城,ダーレー・ジャパン・ファーム有限会社,449,+7,1-4-5-8,0-0-0-2,1-4-5-4,1-4-5-4,0-0-0-0,,,9,1598,2.1/2,42.4,5
佐賀,20260509,11,1,白,1,パワーレイヤー,牡,3,黒鹿毛,20230404,ビーチパトロール,ディープアントス,ディープインパクト,青海大,佐賀,☆55,0-0-0-1,三小幸,佐賀,（株）九州プラネット,吉野政敏,357,0,0-0-1-12,0-0-0-0,0-0-1-12,0-0-1-12,0-0-1-3,1:27.0,良1:27.0,9,1271,クビ,40.0,12
佐賀,20260509,11,2,黒,2,モズノシアワセ,牝,3,栗毛,20230221,モズアスコット,モズアリュール,ゴールドアリュール,竹吉徹,佐賀,54,0-0-0-0,山田徹,佐賀,（株）ジーホース,前野牧場,465,+19,0-0-0-4,0-0-0-0,0-0-0-3,0-0-0-0,0-0-0-0,,,2,1247,3,39.0,2
佐賀,20260509,11,3,赤,3,ホスマニショウヘイ,牡,3,黒鹿毛,20230425,シャンハイボビー,ジムジャム,Frankel,山下裕,佐賀,56,0-0-0-2,鮫島克,佐賀,松田典仁,畠山牧場,508,-6,0-0-0-3,0-0-0-0,0-0-0-3,0-0-0-3,0-0-0-2,1:26.3,良1:30.7,4,1257,クビ,39.3,9
佐賀,20260509,11,4,青,4,クインテット,セン,3,鹿毛,20230516,ビッグアーサー,セデュウシング,アグネスタキオン,金山昇,佐賀,56,0-0-0-0,池田忠,佐賀,原久美子,竹内良一,486,+12,0-0-0-2,0-0-0-0,0-0-0-1,0-0-0-0,0-0-0-0,,,12,1279,2,41.4,8
佐賀,20260509,11,5,黄,5,コリアンダーアイ,牝,3,芦毛,20230303,ゴールドシップ,ヴァルムチェーナ,ヴィクトワールピサ,加茂飛,佐賀,54,0-0-0-0,大島静,佐賀,佐藤憲治,ディアレストクラブ,413,+21,0-0-0-2,0-0-0-0,0-0-0-2,0-0-0-0,0-0-0-0,,,5,1265,4,40.3,10
佐賀,20260509,11,5,黄,6,アメジストテソーロ,牝,3,栗毛,20230314,オルフェーヴル,エリーテソーロ,"California Chrome",田中直,佐賀,54,0-0-0-0,川田孝,佐賀,了徳寺健二ホールディングス（株）,リョーケンファーム株式会社,416,+22,0-0-0-3,0-0-0-1,0-0-0-1,0-0-0-0,0-0-0-0,,,11,1275,1.1/4,40.9,6
佐賀,20260509,11,6,緑,7,トントゥ,牡,3,栗毛,20230519,アドマイヤマーズ,リーサムガガ,"Giant's Causeway",長谷蓮,佐賀,56,0-0-0-0,渡辺博,佐賀,酒井千佳,千代田牧場,490,+16,0-0-0-2,0-0-0-0,0-0-0-1,0-0-0-0,0-0-0-0,,,8,1270,ハナ,39.3,4
佐賀,20260509,11,6,緑,8,ロードゴスペル,牡,3,鹿毛,20230129,ロードカナロア,ウィンディスペル,ディープインパクト,山口勲,佐賀,56,0-0-0-0,池田忠,佐賀,光安了,ケイアイファーム,486,+12,0-0-0-2,0-0-0-1,0-0-0-1,0-0-0-0,0-0-0-0,,,7,1270,1/2,39.0,3
佐賀,20260509,11,7,橙,9,アレキサンダーサン,牡,3,栗毛,20230305,エスケンデレヤ,マリノピュアハート,スマートファルコン,飛田愛,佐賀,56,0-0-0-0,手島勝,佐賀,サンエツ企画（有）,クラウン日高牧場,470,+24,0-0-0-5,0-0-0-4,0-0-0-1,0-0-0-0,0-0-0-0,,,3,1257,5,38.6,5
佐賀,20260509,11,7,橙,10,テセラグラディウス,牝,3,鹿毛,20230122,ニューイヤーズデイ,シャワーブーケ,ゴールドアリュール,出水拓,佐賀,54,0-0-0-0,中川竜,佐賀,梶原哲朗,佐藤牧場,477,+33,0-0-0-5,0-0-0-1,0-0-0-4,0-0-0-0,0-0-0-0,,,1,1241,,38.7,1
佐賀,20260509,11,8,桃,11,リケアラザニア,牝,3,鹿毛,20230316,ミッキーアイル,レムミラス,キングヘイロー,中山蓮,佐賀,54,0-0-0-0,矢野久,佐賀,（有）総武開発,谷川牧場,439,+13,0-0-0-14,0-0-0-0,0-0-0-11,0-0-0-0,0-0-0-0,,,10,1273,1,41.6,11
佐賀,20260509,11,8,桃,12,マサノハヤブサ,セン,3,栗毛,20230517,サートゥルナーリア,マサノヴィクトワル,ヴィクトワールピサ,川島拓,佐賀,56,0-0-0-0,中川竜,佐賀,豊島愛子,猪野毛牧場,434,0,0-0-1-6,0-0-0-0,0-0-1-3,0-0-1-2,0-0-0-1,1:27.8,良1:27.8,6,1269,2,40.6,7
佐賀,20260510,1,1,白,1,タンタンリーライズ,牝,3,栗毛,20230311,エスポワールシチー,ドリームパール,マンハッタンカフェ,小松丈,佐賀,54,0-0-0-5,真島元,佐賀,手島健太郎,大栄牧場,447,-4,0-0-2-11,0-0-0-0,0-0-2-11,0-0-2-11,0-0-0-1,1:34.3,良1:34.3,5,1330,1.1/2,42.2,7
佐賀,20260510,1,2,黒,2,ヴァルボリ,牡,3,鹿毛,20230326,アルアイン,コスタネラ,ステイゴールド,山下裕,佐賀,56,0-0-0-1,九日光,佐賀,山崎康,社台ファーム,496,-3,0-0-1-5,0-0-0-0,0-0-1-4,0-0-1-1,0-0-0-0,,,4,1327,1.1/4,40.7,5
佐賀,20260510,1,3,赤,3,コンチバンブー,牡,3,鹿毛,20230420,レインボーライン,タイセイアピール,ダイワメジャー,川島拓,佐賀,56,0-0-0-5,土井道,佐賀,組）ＦｏｒｃｅＥｑｕｕｓ,田中春美,459,-5,0-0-0-16,0-0-0-0,0-0-0-16,0-0-0-9,0-0-0-3,1:34.0,良1:36.0,6,1336,3,41.3,6
佐賀,20260510,1,4,青,4,ウルトラリオ,牡,3,鹿毛,20230508,ウルトラカイザー,アイズオブナタリー,カンパニー,石川慎,佐賀,56,0-0-0-4,真島元,佐賀,中野真吾,新冠伊藤牧場,425,-8,0-0-1-5,0-0-0-0,0-0-1-5,0-0-1-5,0-0-0-1,1:35.5,,8,1341,1.1/2,41.3,8
佐賀,20260510,1,5,黄,5,エクセレンプライム,牝,3,鹿毛,20230216,ダノンプレミアム,カモンビューティー,ダンカーク,長谷蓮,佐賀,54,0-0-0-1,濱田一,佐賀,中野秀樹,株式会社奥山ファーム,476,-6,0-1-0-3,0-0-0-0,0-1-0-1,0-1-0-1,0-0-0-1,1:33.3,,2,1325,4,40.8,2
佐賀,20260510,1,6,緑,6,アメアメフレフレ,牝,3,鹿毛,20230407,サトノクラウン,エンジェルユー,ディープインパクト,竹吉徹,佐賀,54,0-0-0-2,山田徹,佐賀,内田玄祥,ストームファームコーポレーション,410,+1,0-0-0-7,0-0-0-0,0-0-0-3,0-0-0-3,0-0-0-2,1:33.3,良1:33.3,3,1325,ハナ,40.9,4
佐賀,20260510,1,7,橙,7,ハイヴァン,牡,3,鹿毛,20230327,サンダースノー,クレオール,チチカステナンゴ,飛田愛,佐賀,56,0-0-0-1,山田徹,佐賀,小林昌子,ハシモトフアーム,463,-6,0-0-1-4,0-0-0-0,0-0-1-4,0-0-1-2,0-0-1-1,1:33.4,,7,1338,1,42.4,1
佐賀,20260510,1,8,桃,8,リネンアメリカン,セン,3,鹿毛,20230420,アメリカンペイトリオット,ヒカリブラッシア,ヒカリバオー,田中純,佐賀,56,0-0-1-5,濱田一,佐賀,戸山光男,沖田牧場,547,-1,0-0-1-5,0-0-0-0,0-0-1-5,0-0-1-5,0-0-1-0,1:33.0,,1,1318,,40.7,3
佐賀,20260510,2,1,白,1,ラリュンヌ,牝,3,芦毛,20230317,エーシンシャラク,イランカラプテ,アドマイヤマックス,後藤武,佐賀,▲51,0-0-0-2,井樋明,佐賀,吉田哲,吉野政敏,384,-3,0-1-1-11,0-0-0-0,0-1-1-11,0-1-1-11,0-0-0-2,1:35.6,良1:36.3,9,1353,3/4,40.3,8
佐賀,20260510,2,2,黒,2,リュウノプティ,牝,3,鹿毛,20230303,サンダースノー,エメラルドスター,"Mount Nelson",竹吉徹,佐賀,54,0-0-1-1,北村欣,佐賀,蓑島竜一,村上進治,406,0,0-0-3-6,0-0-0-0,0-0-3-4,0-0-3-3,0-0-1-2,1:32.7,,5,1333,クビ,40.3,4
佐賀,20260510,2,3,赤,3,ネモフィラノアテナ,牡,3,鹿毛,20230128,リオンディーズ,ナバテア,ハーツクライ,金山昇,佐賀,56,0-0-0-2,山田徹,佐賀,森本研太,有限会社吉田ファーム,442,-3,0-2-0-6,0-0-0-0,0-2-0-6,0-2-0-6,0-0-0-3,1:34.6,良1:34.6,4,1333,アタマ,40.2,6
佐賀,20260510,2,4,青,4,ベラジオマーカス,牡,3,鹿毛,20230228,リオンディーズ,エトワール,ハービンジャー,飛田愛,佐賀,56,0-1-0-1,池田忠,佐賀,ベラジオコーポレーション（株）,シンボリ牧場,450,+1,0-2-0-4,0-0-0-0,0-2-0-2,0-2-0-2,0-1-0-2,1:33.0,,2,1331,3,40.4,2
佐賀,20260510,2,5,黄,5,ナンゴクモンジュー,牝,3,黒鹿毛,20230423,アレスバローズ,モンピュア,Montjeu,小松丈,佐賀,54,0-0-1-9,柳井宏,佐賀,渡義光,本田土寿,409,-2,0-0-2-17,0-0-0-0,0-0-2-15,0-0-2-14,0-0-1-3,1:35.1,良1:35.1,10,1402,大差,43.5,10
佐賀,20260510,2,6,緑,6,オッハッピー,牝,3,黒鹿毛,20230421,ハッピースプリント,エイシンイザナミ,シンボリクリスエス,加茂飛,佐賀,54,0-0-0-1,三小幸,佐賀,北原大史,岡田牧場,442,-4,0-1-0-13,0-0-0-0,0-1-0-10,0-1-0-7,0-1-0-2,1:33.0,良1:34.0,3,1333,1,39.5,3
佐賀,20260510,2,7,橙,7,ピエールドラゴン,牡,3,栗毛,20230426,ゴールドアクター,ミヤビハンター,メイショウホムラ,川島拓,佐賀,56,0-0-0-3,土井道,佐賀,服部謙一,原弘之,512,-2,0-0-1-20,0-0-0-0,0-0-1-20,0-0-0-3,0-0-0-2,1:35.4,,7,1343,2.1/2,40.7,7
佐賀,20260510,2,7,橙,8,リュウノトマト,牝,3,黒鹿毛,20230321,ルーラーシップ,ディープエクセル,ディープインパクト,青海大,佐賀,☆53,0-0-0-2,北村欣,佐賀,蓑島竜一,チャンピオンズファーム,416,-1,0-0-0-21,0-0-0-0,0-0-0-21,0-0-0-21,0-0-0-7,1:34.9,良1:36.1,8,1352,5,40.9,9
佐賀,20260510,2,8,桃,9,エイシンティタイム,牝,3,鹿毛,20230413,ルヴァンスレーヴ,エイシンテースティ,ダイワメジャー,長谷蓮,佐賀,54,0-1-0-0,東眞市,佐賀,平井克彦,吉永ファーム,438,+1,0-1-0-6,0-0-0-0,0-1-0-6,0-1-0-0,0-1-0-0,1:32.8,,1,1325,,40.1,1
佐賀,20260510,2,8,桃,10,セイヒンクイーン,牝,3,黒鹿毛,20230425,ロゴタイプ,フラワープリンセス,キングズベスト,山下裕,佐賀,54,0-0-0-3,山田徹,佐賀,（株）和晃電設,日西牧場,409,-6,0-0-1-9,0-0-0-0,0-0-1-9,0-0-1-9,0-0-0-2,1:34.1,良1:35.6,6,1338,2.1/2,41.2,5
佐賀,20260510,3,1,白,1,ウーバーミッション,牝,4,鹿毛,20220515,ノーブルミッション,エンゼルジョーカー,ブライアンズタイム,田中純,佐賀,54,0-4-2-0,矢野久,佐賀,木村益生,山際智,454,-5,0-6-4-6,0-0-0-2,0-6-4-1,0-6-4-1,0-2-2-0,1:32.5,良1:32.5,2,1322,6,39.9,2
佐賀,20260510,3,2,黒,2,ウルトラピース,牡,4,鹿毛,20220507,ウルトラカイザー,レスティヴコマンダ,コマンダーインチーフ,青海大,佐賀,☆55,1-0-0-9,真島元,佐賀,中野真吾,つつみ牧場,459,+4,3-1-0-28,0-0-0-0,3-1-0-28,3-1-0-23,1-1-0-14,1:32.5,良1:32.5,8,1334,1/2,41.6,7
佐賀,20260510,3,3,赤,3,サンアントニオ,セン,9,鹿毛,20170316,メイショウボーラー,ヴェンティミリア,ダンスインザダーク,長田進,佐賀,56,1-0-4-11,中野博,佐賀,小橋亮太,中神牧場,486,+3,6-6-12-67,0-0-0-1,6-6-12-60,1-1-5-22,0-1-5-19,1:32.6,良1:32.6,9,1342,4,41.0,12
佐賀,20260510,3,4,青,4,グラスヴィガー,牡,6,栗毛,20200517,ミッキーアイル,グラスティファニー,キングカメハメハ,小松丈,佐賀,56,0-0-1-6,石川浩,佐賀,（同）ＪＰＮ技研,岡田牧場,491,+1,1-4-4-54,0-0-0-1,1-3-3-48,0-0-1-15,0-0-1-9,1:31.0,良1:31.0,11,1350,4,40.7,11
佐賀,20260510,3,5,黄,5,ラヴァフォール,牝,4,鹿毛,20220226,アルアイン,デロングスター,ヴィクトワールピサ,山下裕,佐賀,54,0-0-0-5,九日光,佐賀,岡友則,社台ファーム,415,-2,0-0-3-9,0-0-0-1,0-0-1-7,0-0-1-6,0-0-1-6,1:32.7,良1:32.7,5,1329,2,40.3,8
佐賀,20260510,3,5,黄,6,ジーティーレイナ,牝,4,栗毛,20220310,ドレフォン,レイナプティ,ネオユニヴァース,和田譲,大井,54,0-0-0-0,真島元,佐賀,田畑利彦,秋場牧場,447,+2,2-1-1-4,0-0-0-1,2-1-1-3,2-1-1-0,2-1-0-0,1:32.0,良1:32.0,1,1310,,39.0,1
佐賀,20260510,3,6,緑,7,スエズマックス,牡,4,黒鹿毛,20220126,Connect,"Nec Metu","Successful Appeal",加茂飛,佐賀,56,0-0-0-0,大島静,佐賀,北原大史,ＤｕｎｃａｎＴａｙｌｏｒ，Ｄ．Ｃｏ,504,-8,1-1-4-12,0-0-0-0,1-1-4-11,1-1-4-9,1-1-3-9,1:31.5,良1:31.5,7,1333,1/2,40.7,4
佐賀,20260510,3,6,緑,8,エンジェルスター,牝,4,栗毛,20220413,ジョーカプチーノ,エンジェルカナ,トーセンホマレボシ,長谷蓮,佐賀,54,0-0-0-2,大垣敏,佐賀,濱崎洋,株式会社ブルースターズファーム,463,-5,2-0-4-26,0-0-0-0,2-0-4-22,2-0-4-22,0-0-3-19,1:30.7,良1:32.3,6,1332,1.1/2,41.3,6
佐賀,20260510,3,7,橙,9,ベラジオソノダヒメ,牝,5,黒鹿毛,20210214,ホッコータルマエ,アルマシャウラ,アドマイヤムーン,後藤武,佐賀,▲51,0-0-0-0,三小幸,佐賀,（株）ＷＥＬＬＣＲＥＡＴＥ,上山牧場,481,-6,0-3-7-25,0-0-0-0,0-3-7-25,0-0-0-7,0-0-0-6,1:32.7,良1:32.7,12,1361,6,41.9,9
佐賀,20260510,3,7,橙,10,メニー,牡,5,鹿毛,20210426,ワールドエース,アニー,ファンタスティックライト,竹吉徹,佐賀,56,0-0-0-0,山田徹,佐賀,片岡純也,坂本智広,431,-6,2-6-6-33,0-0-0-0,2-6-6-33,0-0-1-3,0-0-1-3,1:31.2,良1:32.8,3,1323,1/2,38.9,3
佐賀,20260510,3,8,桃,11,ウインオリハルコン,牡,7,鹿毛,20190419,ストロングリターン,ウインオリアート,ステイゴールド,金山昇,佐賀,56,0-0-0-1,頼本盛,佐賀,小橋亮太,コスモヴューファーム,462,-4,0-12-9-55,0-0-0-0,0-12-9-53,0-7-3-29,0-5-1-17,1:32.4,良1:32.6,10,1342,クビ,40.6,10
佐賀,20260510,3,8,桃,12,エムズマン,牡,5,青鹿毛,20210320,ダノンバラード,ドリームローズ,サクラバクシンオー,田中直,佐賀,56,0-1-0-17,土井道,佐賀,江頭佳宏,ビッグレッドファーム,474,+1,0-7-2-33,0-0-0-1,0-7-2-27,0-7-2-26,0-3-1-20,1:31.8,良1:32.4,4,1325,1.1/4,40.3,5
佐賀,20260510,4,1,白,1,オオイチョウ,牡,5,鹿毛,20210529,ゴールデンバローズ,ディープビヨンド,ディープインパクト,和田譲,大井,56,0-0-0-0,真島元,佐賀,平井裕,若林順一,500,-1,8-4-8-13,0-1-1-1,8-3-7-10,7-3-4-4,0-0-0-0,,,5,1575,1,38.1,3
佐賀,20260510,4,2,黒,2,アンタンスルフレ,セン,8,鹿毛,20180404,トーセンジョーダン,エーシンチェロキー,ディープインパクト,田中直,佐賀,56,0-0-0-0,真島正,佐賀,西村健,栄進牧場,467,-1,12-7-3-31,5-2-1-4,7-5-2-24,0-0-1-6,0-0-0-2,2:00.7,,10,1594,4,40.8,11
佐賀,20260510,4,3,赤,3,ハディア,牡,9,鹿毛,20170428,ローレルゲレイロ,アルレガーロ,スペシャルウィーク,金山昇,佐賀,56,0-3-2-2,真島正,佐賀,酒井孝敏,村田牧場,479,-2,13-7-7-49,1-1-1-11,11-5-5-29,0-3-2-3,0-1-1-0,1:59.0,,11,1596,1,40.5,9
佐賀,20260510,4,4,青,4,ダノンターキッシュ,牡,8,鹿毛,20180414,ルーラーシップ,ターキー,Sinndar,出水拓,佐賀,56,0-3-2-5,中川竜,佐賀,組）志士十二組合,下河辺牧場,476,0,2-7-7-39,0-0-0-2,0-3-2-15,0-3-2-10,0-0-0-4,1:57.6,良2:01.4,8,1581,2.1/2,38.3,8
佐賀,20260510,4,5,黄,5,エイシンアンヴァル,牡,9,栗毛,20170318,"Carpe Diem",Ambling,"Chester House",長谷蓮,佐賀,56,1-0-1-1,東眞市,佐賀,平井克彦,ＲａｎｄａｌＦａｍｉｌｙＴｒｕｓｔ，,518,-4,14-18-8-18,0-1-0-0,14-17-8-18,3-2-1-3,0-0-0-0,,,4,1573,2,39.0,5
佐賀,20260510,4,5,黄,6,ファルコンビーク,牡,9,栗毛,20170331,スマートファルコン,シャーペンエッジ,クロフネ,山下裕,佐賀,56,0-0-0-3,九日光,佐賀,酒井孝敏,坂東牧場,500,-6,17-9-7-31,6-3-1-12,11-6-6-17,0-0-0-3,0-0-0-0,,,12,2010,7,41.9,12
佐賀,20260510,4,6,緑,7,ムーンオブザエース,牡,4,黒鹿毛,20220403,ニューイヤーズデイ,サマーヴィーナス,ハーツクライ,川島拓,佐賀,56,8-7-4-3,土井道,佐賀,木稲安則,芳住鉄兵,510,-5,8-8-4-3,0-0-0-0,8-8-4-3,8-8-4-3,2-1-0-1,1:57.1,,2,1568,1,38.2,4
佐賀,20260510,4,6,緑,8,ソイジャガー,牝,4,鹿毛,20220418,ホッコータルマエ,スリーサンハーツ,ハーツクライ,石川慎,佐賀,54,2-1-1-1,真島二,佐賀,山下良子,村中牧場,474,+8,6-1-2-10,0-0-1-3,6-1-1-7,6-1-1-0,1-0-0-0,1:57.3,,9,1587,3,40.0,2
佐賀,20260510,4,7,橙,9,アクラシア,牡,6,黒鹿毛,20200318,ホッコータルマエ,ポロロッカ,スパイキュール,竹吉徹,佐賀,56,1-3-3-5,池田忠,佐賀,鶴俊邦,ミルファーム,513,-1,17-9-5-28,0-0-0-8,17-9-5-15,17-9-5-12,0-1-1-1,2:01.0,良2:01.4,7,1576,クビ,38.4,10
佐賀,20260510,4,7,橙,10,コスモファルネーゼ,牡,7,黒鹿毛,20190328,アイルハヴアナザー,クアルティエーレ,ネオユニヴァース,飛田愛,佐賀,56,1-0-0-1,真島二,佐賀,（有）ビッグレッドファーム,ビッグレッドファーム,511,+1,12-4-10-31,1-0-0-1,11-4-10-30,7-4-2-8,0-1-0-1,1:56.6,,3,1569,3/4,38.0,6
佐賀,20260510,4,8,桃,11,ビキニボーイ,牡,6,鹿毛,20200407,ビーチパトロール,エバーアンドエバー,ハーツクライ,山口勲,佐賀,56,9-1-3-3,東眞市,佐賀,小林祥晃,谷岡牧場,508,+6,16-2-4-25,0-0-0-2,15-2-3-11,11-1-3-4,1-0-1-1,1:56.0,良1:59.3,1,1566,,37.5,1
佐賀,20260510,4,8,桃,12,ダンツドール,牝,5,鹿毛,20210214,ホッコータルマエ,エアブライス,ハービンジャー,田中純,佐賀,54,0-0-0-0,古賀光,佐賀,山元哲二,グローリーファーム,481,-5,5-1-3-8,0-1-1-0,5-0-2-8,4-0-0-3,0-0-0-0,,,6,1576,1/2,38.1,7
佐賀,20260510,5,1,白,1,ユヌブリーズ,牝,5,鹿毛,20210409,ミッキーアイル,ウィンディガーデン,タニノギムレット,後藤武,佐賀,▲51,0-0-0-2,中川竜,佐賀,豊島愛子,沖田牧場,422,+5,2-1-3-33,0-0-0-0,2-1-3-27,2-1-3-7,1-0-3-3,1:32.1,良1:32.1,6,1317,2,39.6,8
佐賀,20260510,5,2,黒,2,ジョイスマイリー,牝,6,黒鹿毛,20200328,エイシンフラッシュ,ストロンボリ,ゴールドアリュール,加茂飛,佐賀,54,1-6-0-6,井樋明,佐賀,金野博幸,有限会社中田牧場,449,-1,2-7-3-45,0-0-0-0,2-7-3-45,1-6-0-8,1-3-0-5,1:31.2,良1:31.3,12,1342,8,40.3,10
